WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200308,S08000017,,5 - 14,,All,d,All,d,23,21.5,7
20200308,S08000017,,15 - 44,,All,d,All,d,54,61,-11.5
20200308,S08000017,,45 - 64,,All,d,All,d,95,85.5,11.1
20200308,S08000017,,65 - 74,,All,d,All,d,85,66.5,27.8
20200308,S08000017,,75 - 84,,All,d,All,d,85,93,-8.6
20200308,S08000017,,85 and over,,All,d,All,d,71,63,12.7
20200308,S08000017,,All ages,d,All,d,All,d,456,425,7.3
20200308,S08000017,,All ages,d,Female,,All,d,240,221.5,8.4
20200308,S08000017,,All ages,d,Male,,All,d,216,200.5,7.7
20200308,S08000019,,Under 5,,All,d,All,d,57,57,-0
20200308,S08000019,,5 - 14,,All,d,All,d,39,34.5,13
20200308,S08000019,,15 - 44,,All,d,All,d,189,181.5,4.1
20200308,S08000019,,45 - 64,,All,d,All,d,174,267,-34.8
20200308,S08000019,,65 - 74,,All,d,All,d,124,197,-37.1
20200308,S08000019,,75 - 84,,All,d,All,d,138,214,-35.5
20200308,S08000019,,85 and over,,All,d,All,d,88,138.5,-36.5
20200308,S08000019,,All ages,d,All,d,All,d,809,1089.5,-25.7
20200308,S08000019,,All ages,d,Female,,All,d,438,550.5,-20.4
20200308,S08000019,,All ages,d,Male,,All,d,371,530.5,-30.1
20200308,S08000020,,Under 5,,All,d,All,d,95,93,2.2
20200308,S08000020,,5 - 14,,All,d,All,d,62,69,-10.1
20200308,S08000020,,15 - 44,,All,d,All,d,261,257,1.6
20200308,S08000020,,45 - 64,,All,d,All,d,298,335.5,-11.2
20200308,S08000020,,65 - 74,,All,d,All,d,272,236,15.3
20200308,S08000020,,75 - 84,,All,d,All,d,236,230,2.6
20200308,S08000020,,85 and over,,All,d,All,d,149,158,-5.7
20200308,S08000020,,All ages,d,All,d,All,d,1373,1378.5,-0.4
20200308,S08000020,,All ages,d,Female,,All,d,721,678,6.3
20200308,S08000020,,All ages,d,Male,,All,d,646,686,-5.8
20200308,S08000022,,Under 5,,All,d,All,d,56,67,-16.4
20200308,S08000022,,5 - 14,,All,d,All,d,30,32,-6.2
20200308,S08000022,,15 - 44,,All,d,All,d,144,156,-7.7
20200308,S08000022,,45 - 64,,All,d,All,d,176,202,-12.9
20200308,S08000022,,65 - 74,,All,d,All,d,149,158,-5.7
20200308,S08000022,,75 - 84,,All,d,All,d,149,170.5,-12.6
20200308,S08000022,,85 and over,,All,d,All,d,83,86,-3.5
20200308,S08000022,,All ages,d,All,d,All,d,787,871.5,-9.7
20200308,S08000022,,All ages,d,Female,,All,d,422,430,-1.9
20200308,S08000022,,All ages,d,Male,,All,d,355,429,-17.2
20200308,S08000024,,Under 5,,All,d,All,d,148,141.5,4.6
20200308,S08000024,,5 - 14,,All,d,All,d,103,97,6.2
20200308,S08000024,,15 - 44,,All,d,All,d,497,447,11.2
20200308,S08000024,,45 - 64,,All,d,All,d,614,549,11.8
20200308,S08000024,,65 - 74,,All,d,All,d,389,359,8.4
20200308,S08000024,,75 - 84,,All,d,All,d,343,349,-1.7
20200308,S08000024,,85 and over,,All,d,All,d,233,200,16.5
20200308,S08000024,,All ages,d,All,d,All,d,2327,2142.5,8.6
20200308,S08000024,,All ages,d,Female,,All,d,1201,1131,6.2
20200308,S08000024,,All ages,d,Male,,All,d,1105,986.5,12
20200308,S08000025,,15 - 44,,All,d,All,d,8,9,-11.1
20200308,S08000025,,45 - 64,,All,d,All,d,6,8.5,-29.4
20200308,S08000025,,65 - 74,,All,d,All,d,10,5.5,81.8
20200308,S08000025,,85 and over,,All,d,All,d,9,5,80
20200308,S08000025,,All ages,d,All,d,All,d,37,39,-5.1
20200308,S08000025,,All ages,d,Female,,All,d,22,19.5,12.8
20200308,S08000025,,All ages,d,Male,,All,d,15,19,-21.1
20200308,S08000026,,15 - 44,,All,d,All,d,10,12,-16.7
20200308,S08000026,,45 - 64,,All,d,All,d,13,12,8.3
20200308,S08000026,,65 - 74,,All,d,All,d,11,5.5,100
20200308,S08000026,,75 - 84,,All,d,All,d,10,10,-0
20200308,S08000026,,All ages,d,All,d,All,d,50,45,11.1
20200308,S08000026,,All ages,d,Female,,All,d,20,22,-9.1
20200308,S08000026,,All ages,d,Male,,All,d,30,21,42.9
20200308,S08000028,,15 - 44,,All,d,All,d,8,12.5,-36
20200308,S08000028,,45 - 64,,All,d,All,d,17,17,-0
20200308,S08000028,,65 - 74,,All,d,All,d,9,16,-43.8
20200308,S08000028,,75 - 84,,All,d,All,d,22,16.5,33.3
20200308,S08000028,,85 and over,,All,d,All,d,13,13,-0
20200308,S08000028,,All ages,d,All,d,All,d,76,78.5,-3.2
20200308,S08000028,,All ages,d,Female,,All,d,39,38.5,1.3
20200308,S08000028,,All ages,d,Male,,All,d,37,39,-5.1
20200308,S08000029,,Under 5,,All,d,All,d,85,69.5,22.3
20200308,S08000029,,5 - 14,,All,d,All,d,33,34.5,-4.3
20200308,S08000029,,15 - 44,,All,d,All,d,185,184,0.5
20200308,S08000029,,45 - 64,,All,d,All,d,212,208,1.9
20200308,S08000029,,65 - 74,,All,d,All,d,175,177,-1.1
20200308,S08000029,,75 - 84,,All,d,All,d,149,187,-20.3
20200308,S08000029,,85 and over,,All,d,All,d,109,113,-3.5
20200308,S08000029,,All ages,d,All,d,All,d,948,973,-2.6
20200308,S08000029,,All ages,d,Female,,All,d,512,518,-1.2
20200308,S08000029,,All ages,d,Male,,All,d,430,450,-4.4
20200308,S08000030,,Under 5,,All,d,All,d,81,93,-12.9
20200308,S08000030,,5 - 14,,All,d,All,d,56,69.5,-19.4
20200308,S08000030,,15 - 44,,All,d,All,d,250,238.5,4.8
20200308,S08000030,,45 - 64,,All,d,All,d,256,311.5,-17.8
20200308,S08000030,,65 - 74,,All,d,All,d,241,218,10.6
20200308,S08000030,,75 - 84,,All,d,All,d,255,254.5,0.2
20200308,S08000030,,85 and over,,All,d,All,d,150,141,6.4
20200308,S08000030,,All ages,d,All,d,All,d,1289,1326,-2.8
20200308,S08000030,,All ages,d,Female,,All,d,656,685.5,-4.3
20200308,S08000030,,All ages,d,Male,,All,d,629,635,-0.9
20200308,S08000031,,Under 5,,All,d,All,d,310,269.5,15
20200308,S08000031,,5 - 14,,All,d,All,d,197,172.5,14.2
20200308,S08000031,,15 - 44,,All,d,All,d,889,856,3.9
20200308,S08000031,,45 - 64,,All,d,All,d,1090,1125.5,-3.2
20200308,S08000031,,65 - 74,,All,d,All,d,655,696,-5.9
20200308,S08000031,,75 - 84,,All,d,All,d,647,675,-4.1
20200308,S08000031,,85 and over,,All,d,All,d,381,422,-9.7
20200308,S08000031,,All ages,d,All,d,All,d,4169,4216.5,-1.1
20200308,S08000031,,All ages,d,Female,,All,d,2192,2196,-0.2
20200308,S08000031,,All ages,d,Male,,All,d,1969,1981,-0.6
20200308,S08000032,,Under 5,,All,d,All,d,160,211.5,-24.3
20200308,S08000032,,5 - 14,,All,d,All,d,66,64.5,2.3
20200308,S08000032,,15 - 44,,All,d,All,d,356,366,-2.7
20200308,S08000032,,45 - 64,,All,d,All,d,489,488,0.2
20200308,S08000032,,65 - 74,,All,d,All,d,284,288.5,-1.6
20200308,S08000032,,75 - 84,,All,d,All,d,257,288.5,-10.9
20200308,S08000032,,85 and over,,All,d,All,d,139,144.5,-3.8
20200308,S08000032,,All ages,d,All,d,All,d,1751,1851.5,-5.4
20200308,S08000032,,All ages,d,Female,,All,d,943,964.5,-2.2
20200308,S08000032,,All ages,d,Male,,All,d,807,825.5,-2.2
20200308,S92000003,d,Under 5,,All,d,All,d,1157,1186,-2.4
20200308,S92000003,d,5 - 14,,All,d,All,d,670,657.5,1.9
20200308,S92000003,d,15 - 44,,All,d,All,d,3074,3046.5,0.9
20200308,S92000003,d,45 - 64,,All,d,All,d,3819,4039,-5.4
20200308,S92000003,d,65 - 74,,All,d,All,d,2702,2746.5,-1.6
20200308,S92000003,d,75 - 84,,All,d,All,d,2589,2803.5,-7.7
20200308,S92000003,d,85 and over,,All,d,All,d,1572,1633,-3.7
20200308,S92000003,d,All ages,d,All,d,All,d,15583,16112,-3.3
20200308,S92000003,d,All ages,d,Female,,All,d,8156,8290.5,-1.6
20200308,S92000003,d,All ages,d,Male,,All,d,7371,7632.5,-3.4
20200308,NA,NA,15 - 44,,All,d,All,d,21,14,50
20200308,NA,NA,45 - 64,,All,d,All,d,71,93,-23.7
20200308,NA,NA,65 - 74,,All,d,All,d,70,73.5,-4.8
20200308,NA,NA,75 - 84,,All,d,All,d,43,49.5,-13.1
20200308,NA,NA,85 and over,,All,d,All,d,5,6,-16.7
20200308,NA,NA,All ages,d,All,d,All,d,210,236,-11
20200308,NA,NA,All ages,d,Female,,All,d,87,102.5,-15.1
20200308,NA,NA,All ages,d,Male,,All,d,123,133.5,-7.9
20200315,S08000015,,Under 5,,All,d,All,d,93,100.5,-7.5
20200315,S08000015,,5 - 14,,All,d,All,d,34,50.5,-32.7
20200315,S08000015,,15 - 44,,All,d,All,d,205,217,-5.5
20200315,S08000015,,45 - 64,,All,d,All,d,260,300.5,-13.5
20200315,S08000015,,65 - 74,,All,d,All,d,154,215.5,-28.5
20200315,S08000015,,75 - 84,,All,d,All,d,149,194.5,-23.4
20200315,S08000015,,85 and over,,All,d,All,d,85,101,-15.8
20200315,S08000015,,All ages,d,All,d,All,d,980,1179.5,-16.9
20200315,S08000015,,All ages,d,Female,,All,d,515,602,-14.5
20200315,S08000015,,All ages,d,Male,,All,d,464,570,-18.6
20200315,S08000016,,Under 5,,All,d,All,d,16,26,-38.5
20200315,S08000016,,5 - 14,,All,d,All,d,9,14.5,-37.9
20200315,S08000016,,15 - 44,,All,d,All,d,33,29,13.8
20200315,S08000016,,45 - 64,,All,d,All,d,45,55.5,-18.9
20200315,S08000016,,65 - 74,,All,d,All,d,38,42,-9.5
20200315,S08000016,,75 - 84,,All,d,All,d,49,58.5,-16.2
20200315,S08000016,,85 and over,,All,d,All,d,26,39.5,-34.2
20200315,S08000016,,All ages,d,All,d,All,d,216,265,-18.5
20200315,S08000016,,All ages,d,Female,,All,d,110,140.5,-21.7
20200315,S08000016,,All ages,d,Male,,All,d,106,124,-14.5
20200315,S08000017,,Under 5,,All,d,All,d,33,44,-25
20200315,S08000017,,5 - 14,,All,d,All,d,19,18,5.6
20200315,S08000017,,15 - 44,,All,d,All,d,69,68.5,0.7
20200315,S08000017,,45 - 64,,All,d,All,d,81,99,-18.2
20200315,S08000017,,65 - 74,,All,d,All,d,74,80.5,-8.1
20200315,S08000017,,75 - 84,,All,d,All,d,90,94,-4.3
20200315,S08000017,,85 and over,,All,d,All,d,56,56.5,-0.9
20200315,S08000017,,All ages,d,All,d,All,d,422,460.5,-8.4
20200315,S08000017,,All ages,d,Female,,All,d,220,238.5,-7.8
20200315,S08000017,,All ages,d,Male,,All,d,202,213.5,-5.4
20200315,S08000019,,Under 5,,All,d,All,d,60,53.5,12.1
20200315,S08000019,,5 - 14,,All,d,All,d,33,34,-2.9
20200315,S08000019,,15 - 44,,All,d,All,d,142,212,-33
20200315,S08000019,,45 - 64,,All,d,All,d,160,223.5,-28.4
20200315,S08000019,,65 - 74,,All,d,All,d,120,158.5,-24.3
20200315,S08000019,,75 - 84,,All,d,All,d,134,189.5,-29.3
20200315,S08000019,,85 and over,,All,d,All,d,74,116,-36.2
20200315,S08000019,,All ages,d,All,d,All,d,723,987,-26.7
20200315,S08000019,,All ages,d,Female,,All,d,390,514.5,-24.2
20200315,S08000019,,All ages,d,Male,,All,d,333,466.5,-28.6
20200315,S08000020,,Under 5,,All,d,All,d,81,100.5,-19.4
20200315,S08000020,,5 - 14,,All,d,All,d,64,61,4.9
20200315,S08000020,,15 - 44,,All,d,All,d,251,244.5,2.7
20200315,S08000020,,45 - 64,,All,d,All,d,285,307.5,-7.3
20200315,S08000020,,65 - 74,,All,d,All,d,222,218,1.8
20200315,S08000020,,75 - 84,,All,d,All,d,219,233,-6
20200315,S08000020,,85 and over,,All,d,All,d,132,151.5,-12.9
20200315,S08000020,,All ages,d,All,d,All,d,1254,1316,-4.7
20200315,S08000020,,All ages,d,Female,,All,d,637,656.5,-3
20200315,S08000020,,All ages,d,Male,,All,d,605,646.5,-6.4
20200315,S08000022,,Under 5,,All,d,All,d,58,57,1.8
20200315,S08000022,,5 - 14,,All,d,All,d,30,27.5,9.1
20200315,S08000022,,15 - 44,,All,d,All,d,132,176.5,-25.2
20200315,S08000022,,45 - 64,,All,d,All,d,163,190,-14.2
20200315,S08000022,,65 - 74,,All,d,All,d,114,174,-34.5
20200315,S08000022,,75 - 84,,All,d,All,d,130,172.5,-24.6
20200315,S08000022,,85 and over,,All,d,All,d,68,92.5,-26.5
20200315,S08000022,,All ages,d,All,d,All,d,695,890,-21.9
20200315,S08000022,,All ages,d,Female,,All,d,353,439.5,-19.7
20200315,S08000022,,All ages,d,Male,,All,d,332,433,-23.3
20200315,S08000024,,Under 5,,All,d,All,d,150,135,11.1
20200315,S08000024,,5 - 14,,All,d,All,d,107,94.5,13.2
20200315,S08000024,,15 - 44,,All,d,All,d,500,459.5,8.8
20200315,S08000024,,45 - 64,,All,d,All,d,562,553,1.6
20200315,S08000024,,65 - 74,,All,d,All,d,318,370.5,-14.2
20200315,S08000024,,75 - 84,,All,d,All,d,326,329.5,-1.1
20200315,S08000024,,85 and over,,All,d,All,d,204,203,0.5
20200315,S08000024,,All ages,d,All,d,All,d,2167,2145,1
20200315,S08000024,,All ages,d,Female,,All,d,1069,1083.5,-1.3
20200315,S08000024,,All ages,d,Male,,All,d,1063,1041.5,2.1
20200315,S08000025,,15 - 44,,All,d,All,d,7,8.5,-17.6
20200315,S08000025,,45 - 64,,All,d,All,d,8,9,-11.1
20200315,S08000025,,65 - 74,,All,d,All,d,5,8.5,-41.2
20200315,S08000025,,75 - 84,,All,d,All,d,6,12.5,-52
20200315,S08000025,,All ages,d,All,d,All,d,30,43.5,-31
20200315,S08000025,,All ages,d,Female,,All,d,17,23,-26.1
20200315,S08000025,,All ages,d,Male,,All,d,13,20.5,-36.6
20200315,S08000026,,15 - 44,,All,d,All,d,11,7,57.1
20200315,S08000026,,45 - 64,,All,d,All,d,10,8.5,17.6
20200315,S08000026,,65 - 74,,All,d,All,d,5,9,-44.4
20200315,S08000026,,75 - 84,,All,d,All,d,6,11,-45.5
20200315,S08000026,,85 and over,,All,d,All,d,7,5,40
20200315,S08000026,,All ages,d,All,d,All,d,44,44.5,-1.1
20200315,S08000026,,All ages,d,Female,,All,d,19,22.5,-15.6
20200315,S08000026,,All ages,d,Male,,All,d,20,21,-4.8
20200315,S08000028,,15 - 44,,All,d,All,d,12,11.5,4.3
20200315,S08000028,,45 - 64,,All,d,All,d,17,18.5,-8.1
20200315,S08000028,,65 - 74,,All,d,All,d,8,12,-33.3
20200315,S08000028,,75 - 84,,All,d,All,d,12,14.5,-17.2
20200315,S08000028,,85 and over,,All,d,All,d,6,9,-33.3
20200315,S08000028,,All ages,d,All,d,All,d,60,71,-15.5
20200315,S08000028,,All ages,d,Female,,All,d,32,39,-17.9
20200315,S08000028,,All ages,d,Male,,All,d,28,31.5,-11.1
20200315,S08000029,,Under 5,,All,d,All,d,65,73,-11
20200315,S08000029,,5 - 14,,All,d,All,d,43,27,59.3
20200315,S08000029,,15 - 44,,All,d,All,d,144,189,-23.8
20200315,S08000029,,45 - 64,,All,d,All,d,189,221,-14.5
20200315,S08000029,,65 - 74,,All,d,All,d,145,160,-9.4
20200315,S08000029,,75 - 84,,All,d,All,d,155,167.5,-7.5
20200315,S08000029,,85 and over,,All,d,All,d,88,106,-17
20200315,S08000029,,All ages,d,All,d,All,d,829,943.5,-12.1
20200315,S08000029,,All ages,d,Female,,All,d,427,495,-13.7
20200315,S08000029,,All ages,d,Male,,All,d,397,439.5,-9.7
20200315,S08000030,,Under 5,,All,d,All,d,88,94.5,-6.9
20200315,S08000030,,5 - 14,,All,d,All,d,50,65.5,-23.7
20200315,S08000030,,15 - 44,,All,d,All,d,243,211,15.2
20200315,S08000030,,45 - 64,,All,d,All,d,265,295,-10.2
20200315,S08000030,,65 - 74,,All,d,All,d,198,216.5,-8.5
20200315,S08000030,,75 - 84,,All,d,All,d,238,227.5,4.6
20200315,S08000030,,85 and over,,All,d,All,d,136,163,-16.6
20200315,S08000030,,All ages,d,All,d,All,d,1218,1273,-4.3
20200315,S08000030,,All ages,d,Female,,All,d,612,643.5,-4.9
20200315,S08000030,,All ages,d,Male,,All,d,606,627.5,-3.4
20200315,S08000031,,Under 5,,All,d,All,d,264,290,-9
20200315,S08000031,,5 - 14,,All,d,All,d,187,170,10
20200315,S08000031,,15 - 44,,All,d,All,d,835,835.5,-0.1
20200315,S08000031,,45 - 64,,All,d,All,d,997,1097.5,-9.2
20200315,S08000031,,65 - 74,,All,d,All,d,636,685,-7.2
20200315,S08000031,,75 - 84,,All,d,All,d,582,672.5,-13.5
20200315,S08000031,,85 and over,,All,d,All,d,371,385,-3.6
20200315,S08000031,,All ages,d,All,d,All,d,3872,4135.5,-6.4
20200315,S08000031,,All ages,d,Female,,All,d,1981,2137.5,-7.3
20200315,S08000031,,All ages,d,Male,,All,d,1869,1969,-5.1
20200315,S08000032,,Under 5,,All,d,All,d,181,190.5,-5
20200315,S08000032,,5 - 14,,All,d,All,d,63,61,3.3
20200315,S08000032,,15 - 44,,All,d,All,d,331,352,-6
20200315,S08000032,,45 - 64,,All,d,All,d,407,475,-14.3
20200315,S08000032,,65 - 74,,All,d,All,d,249,307,-18.9
20200315,S08000032,,75 - 84,,All,d,All,d,250,271,-7.7
20200315,S08000032,,85 and over,,All,d,All,d,109,148.5,-26.6
20200315,S08000032,,All ages,d,All,d,All,d,1590,1805,-11.9
20200315,S08000032,,All ages,d,Female,,All,d,840,916,-8.3
20200315,S08000032,,All ages,d,Male,,All,d,736,834.5,-11.8
20200315,S92000003,d,Under 5,,All,d,All,d,1097,1171.5,-6.4
20200315,S92000003,d,5 - 14,,All,d,All,d,642,626,2.6
20200315,S92000003,d,15 - 44,,All,d,All,d,2930,3039,-3.6
20200315,S92000003,d,45 - 64,,All,d,All,d,3536,3948,-10.4
20200315,S92000003,d,65 - 74,,All,d,All,d,2354,2723.5,-13.6
20200315,S92000003,d,75 - 84,,All,d,All,d,2389,2682,-10.9
20200315,S92000003,d,85 and over,,All,d,All,d,1372,1588,-13.6
20200315,S92000003,d,All ages,d,All,d,All,d,14320,15778,-9.2
20200315,S92000003,d,All ages,d,Female,,All,d,7312,8042.5,-9.1
20200315,S92000003,d,All ages,d,Male,,All,d,6904,7565.5,-8.7
20200315,NA,NA,15 - 44,,All,d,All,d,15,17.5,-14.3
20200315,NA,NA,45 - 64,,All,d,All,d,87,94.5,-7.9
20200315,NA,NA,65 - 74,,All,d,All,d,68,66.5,2.3
20200315,NA,NA,75 - 84,,All,d,All,d,43,34,26.5
20200315,NA,NA,85 and over,,All,d,All,d,7,6.5,7.7
20200315,NA,NA,All ages,d,All,d,All,d,220,219,0.5
20200315,NA,NA,All ages,d,Female,,All,d,90,91,-1.1
20200315,NA,NA,All ages,d,Male,,All,d,130,127,2.4
20200322,S08000015,,Under 5,,All,d,All,d,67,104,-35.6
20200322,S08000015,,5 - 14,,All,d,All,d,20,45,-55.6
20200322,S08000015,,15 - 44,,All,d,All,d,139,192.5,-27.8
20200322,S08000015,,45 - 64,,All,d,All,d,187,297.5,-37.1
20200322,S08000015,,65 - 74,,All,d,All,d,105,188,-44.1
20200322,S08000015,,75 - 84,,All,d,All,d,111,211,-47.4
20200322,S08000015,,85 and over,,All,d,All,d,71,103.5,-31.4
20200322,S08000015,,All ages,d,All,d,All,d,700,1141.5,-38.7
20200322,S08000015,,All ages,d,Female,,All,d,353,590,-40.2
20200322,S08000015,,All ages,d,Male,,All,d,347,548.5,-36.7
20200322,S08000016,,Under 5,,All,d,All,d,19,27.5,-30.9
20200322,S08000016,,5 - 14,,All,d,All,d,6,12,-50
20200322,S08000016,,15 - 44,,All,d,All,d,19,35.5,-46.5
20200322,S08000016,,45 - 64,,All,d,All,d,30,47,-36.2
20200322,S08000016,,65 - 74,,All,d,All,d,41,50,-18
20200322,S08000016,,75 - 84,,All,d,All,d,52,57.5,-9.6
20200322,S08000016,,85 and over,,All,d,All,d,26,48,-45.8
20200322,S08000016,,All ages,d,All,d,All,d,193,277.5,-30.5
20200322,S08000016,,All ages,d,Female,,All,d,91,141,-35.5
20200322,S08000016,,All ages,d,Male,,All,d,102,134,-23.9
20200322,S08000017,,Under 5,,All,d,All,d,16,34,-52.9
20200322,S08000017,,5 - 14,,All,d,All,d,9,22.5,-60
20200322,S08000017,,15 - 44,,All,d,All,d,35,63.5,-44.9
20200322,S08000017,,45 - 64,,All,d,All,d,53,87.5,-39.4
20200322,S08000017,,65 - 74,,All,d,All,d,61,70,-12.9
20200322,S08000017,,75 - 84,,All,d,All,d,61,81.5,-25.2
20200322,S08000017,,85 and over,,All,d,All,d,45,58.5,-23.1
20200322,S08000017,,All ages,d,All,d,All,d,280,417.5,-32.9
20200322,S08000017,,All ages,d,Female,,All,d,140,230,-39.1
20200322,S08000017,,All ages,d,Male,,All,d,139,184,-24.5
20200322,S08000019,,Under 5,,All,d,All,d,33,65.5,-49.6
20200322,S08000019,,5 - 14,,All,d,All,d,18,38,-52.6
20200322,S08000019,,15 - 44,,All,d,All,d,113,188.5,-40.1
20200322,S08000019,,45 - 64,,All,d,All,d,130,259,-49.8
20200322,S08000019,,65 - 74,,All,d,All,d,94,183,-48.6
20200322,S08000019,,75 - 84,,All,d,All,d,95,212,-55.2
20200322,S08000019,,85 and over,,All,d,All,d,69,135.5,-49.1
20200322,S08000019,,All ages,d,All,d,All,d,552,1081.5,-49
20200322,S08000019,,All ages,d,Female,,All,d,312,562,-44.5
20200322,S08000019,,All ages,d,Male,,All,d,240,511,-53
20200322,S08000020,,Under 5,,All,d,All,d,63,104,-39.4
20200322,S08000020,,5 - 14,,All,d,All,d,50,67,-25.4
20200322,S08000020,,15 - 44,,All,d,All,d,162,234,-30.8
20200322,S08000020,,45 - 64,,All,d,All,d,238,311,-23.5
20200322,S08000020,,65 - 74,,All,d,All,d,180,245.5,-26.7
20200322,S08000020,,75 - 84,,All,d,All,d,183,234,-21.8
20200322,S08000020,,85 and over,,All,d,All,d,98,152,-35.5
20200322,S08000020,,All ages,d,All,d,All,d,974,1347.5,-27.7
20200322,S08000020,,All ages,d,Female,,All,d,445,671.5,-33.7
20200322,S08000020,,All ages,d,Male,,All,d,517,663,-22
20200322,S08000022,,Under 5,,All,d,All,d,38,57,-33.3
20200322,S08000022,,5 - 14,,All,d,All,d,17,24,-29.2
20200322,S08000022,,15 - 44,,All,d,All,d,87,156,-44.2
20200322,S08000022,,45 - 64,,All,d,All,d,105,187.5,-44
20200322,S08000022,,65 - 74,,All,d,All,d,71,133.5,-46.8
20200322,S08000022,,75 - 84,,All,d,All,d,80,146,-45.2
20200322,S08000022,,85 and over,,All,d,All,d,58,81.5,-28.8
20200322,S08000022,,All ages,d,All,d,All,d,456,785.5,-41.9
20200322,S08000022,,All ages,d,Female,,All,d,219,399,-45.1
20200322,S08000022,,All ages,d,Male,,All,d,234,369,-36.6
20200322,S08000024,,Under 5,,All,d,All,d,106,148,-28.4
20200322,S08000024,,5 - 14,,All,d,All,d,72,93,-22.6
20200322,S08000024,,15 - 44,,All,d,All,d,394,466,-15.5
20200322,S08000024,,45 - 64,,All,d,All,d,437,581.5,-24.8
20200322,S08000024,,65 - 74,,All,d,All,d,250,355.5,-29.7
20200322,S08000024,,75 - 84,,All,d,All,d,247,322,-23.3
20200322,S08000024,,85 and over,,All,d,All,d,147,217,-32.3
20200322,S08000024,,All ages,d,All,d,All,d,1653,2183,-24.3
20200322,S08000024,,All ages,d,Female,,All,d,810,1122.5,-27.8
20200322,S08000024,,All ages,d,Male,,All,d,827,1040,-20.5
20200322,S08000025,,15 - 44,,All,d,All,d,5,3.5,42.9
20200322,S08000025,,45 - 64,,All,d,All,d,5,10.5,-52.4
20200322,S08000025,,75 - 84,,All,d,All,d,7,7,-0
20200322,S08000025,,85 and over,,All,d,All,d,6,9,-33.3
20200322,S08000025,,All ages,d,All,d,All,d,26,41.5,-37.3
20200322,S08000025,,All ages,d,Female,,All,d,14,21.5,-34.9
20200322,S08000025,,All ages,d,Male,,All,d,11,18.5,-40.5
20200322,S08000026,,15 - 44,,All,d,All,d,9,7,28.6
20200322,S08000026,,45 - 64,,All,d,All,d,11,13,-15.4
20200322,S08000026,,All ages,d,All,d,All,d,32,41.5,-22.9
20200322,S08000026,,All ages,d,Female,,All,d,19,15,26.7
20200322,S08000026,,All ages,d,Male,,All,d,13,25.5,-49
20200322,S08000028,,15 - 44,,All,d,All,d,5,12,-58.3
20200322,S08000028,,45 - 64,,All,d,All,d,7,18,-61.1
20200322,S08000028,,65 - 74,,All,d,All,d,10,15.5,-35.5
20200322,S08000028,,75 - 84,,All,d,All,d,11,17.5,-37.1
20200322,S08000028,,All ages,d,All,d,All,d,39,76,-48.7
20200322,S08000028,,All ages,d,Female,,All,d,23,39,-41
20200322,S08000028,,All ages,d,Male,,All,d,16,36.5,-56.2
20200322,S08000029,,Under 5,,All,d,All,d,56,79.5,-29.6
20200322,S08000029,,5 - 14,,All,d,All,d,23,37.5,-38.7
20200322,S08000029,,15 - 44,,All,d,All,d,112,193.5,-42.1
20200322,S08000029,,45 - 64,,All,d,All,d,136,218,-37.6
20200322,S08000029,,65 - 74,,All,d,All,d,101,160.5,-37.1
20200322,S08000029,,75 - 84,,All,d,All,d,120,170,-29.4
20200322,S08000029,,85 and over,,All,d,All,d,64,107,-40.2
20200322,S08000029,,All ages,d,All,d,All,d,612,966,-36.6
20200322,S08000029,,All ages,d,Female,,All,d,309,507,-39.1
20200322,S08000029,,All ages,d,Male,,All,d,302,456,-33.8
20200322,S08000030,,Under 5,,All,d,All,d,66,86.5,-23.7
20200322,S08000030,,5 - 14,,All,d,All,d,53,46.5,14
20200322,S08000030,,15 - 44,,All,d,All,d,175,254,-31.1
20200322,S08000030,,45 - 64,,All,d,All,d,215,280,-23.2
20200322,S08000030,,65 - 74,,All,d,All,d,153,201,-23.9
20200322,S08000030,,75 - 84,,All,d,All,d,146,213.5,-31.6
20200322,S08000030,,85 and over,,All,d,All,d,129,143,-9.8
20200322,S08000030,,All ages,d,All,d,All,d,937,1224.5,-23.5
20200322,S08000030,,All ages,d,Female,,All,d,460,628.5,-26.8
20200322,S08000030,,All ages,d,Male,,All,d,472,592.5,-20.3
20200322,S08000031,,Under 5,,All,d,All,d,213,288.5,-26.2
20200322,S08000031,,5 - 14,,All,d,All,d,109,176.5,-38.2
20200322,S08000031,,15 - 44,,All,d,All,d,573,884.5,-35.2
20200322,S08000031,,45 - 64,,All,d,All,d,738,1082,-31.8
20200322,S08000031,,65 - 74,,All,d,All,d,457,675.5,-32.3
20200322,S08000031,,75 - 84,,All,d,All,d,449,630.5,-28.8
20200322,S08000031,,85 and over,,All,d,All,d,281,384.5,-26.9
20200322,S08000031,,All ages,d,All,d,All,d,2820,4122,-31.6
20200322,S08000031,,All ages,d,Female,,All,d,1414,2142,-34
20200322,S08000031,,All ages,d,Male,,All,d,1393,1941.5,-28.3
20200322,S08000032,,Under 5,,All,d,All,d,172,188,-8.5
20200322,S08000032,,5 - 14,,All,d,All,d,41,67,-38.8
20200322,S08000032,,15 - 44,,All,d,All,d,203,331,-38.7
20200322,S08000032,,45 - 64,,All,d,All,d,269,480,-44
20200322,S08000032,,65 - 74,,All,d,All,d,181,306.5,-40.9
20200322,S08000032,,75 - 84,,All,d,All,d,154,281.5,-45.3
